customer_id,frequency,monetary,recency,ticket_count,return_rate,segment_name
CUST00448,5,4291.91,136,3.0,0.4,At-Risk High-Value
CUST00449,2,661.52,209,0.0,0.0,Regular Value Core
CUST00450,1,862.9,44,0.0,0.0,New Shoppers
CUST00451,4,3636.0,29,2.0,0.25,Regular Value Core
CUST00452,6,1929.85,256,1.0,0.0,Regular Value Core
CUST00453,4,3032.93,17,1.0,0.0,Regular Value Core
CUST00454,4,2655.42,13,2.0,0.0,Regular Value Core
CUST00455,3,1616.76,273,1.0,0.0,Regular Value Core
CUST00456,4,3440.2,147,1.0,0.0,At-Risk High-Value
CUST00457,2,1371.21,321,0.0,0.0,Regular Value Core
CUST00458,2,1371.81,4,0.0,0.0,New Shoppers
CUST00459,3,2928.0299999999997,237,2.0,0.3333333333333333,At-Risk High-Value
CUST00460,11,9241.95,19,1.0,0.09090909090909091,Champions
CUST00461,4,1579.47,194,0.0,0.0,Regular Value Core
CUST00462,3,2689.5,35,1.0,0.0,Regular Value Core
CUST00463,4,5048.68,29,0.0,0.0,Regular Value Core
CUST00464,10,6495.79,106,3.0,0.1,At-Risk High-Value
CUST00465,1,1298.74,177,0.0,0.0,Regular Value Core
CUST00466,10,5238.91,25,2.0,0.1,Champions
CUST00467,2,1180.98,3,0.0,0.0,New Shoppers
CUST00468,2,1077.8600000000001,198,1.0,0.5,Regular Value Core
CUST00469,3,1886.95,19,0.0,0.0,Regular Value Core
CUST00470,5,3508.62,166,2.0,0.0,At-Risk High-Value
CUST00471,1,307.23,126,0.0,0.0,Regular Value Core
CUST00472,3,2846.8,114,0.0,0.0,At-Risk High-Value
CUST00473,6,3513.72,121,2.0,0.16666666666666666,At-Risk High-Value
CUST00474,3,1652.35,22,1.0,0.3333333333333333,Regular Value Core
CUST00475,9,6914.04,39,0.0,0.0,Champions
CUST00476,7,6233.25,140,3.0,0.14285714285714285,At-Risk High-Value
CUST00477,4,3034.67,60,0.0,0.0,Regular Value Core
CUST00478,2,862.04,31,0.0,0.0,New Shoppers
CUST00479,1,319.34,269,1.0,0.0,Regular Value Core
CUST00480,7,4227.82,148,0.0,0.0,At-Risk High-Value
CUST00481,2,934.12,43,0.0,0.0,New Shoppers
CUST00482,4,2177.14,32,0.0,0.0,Regular Value Core
CUST00483,7,4120.83,107,1.0,0.14285714285714285,At-Risk High-Value
CUST00484,5,5407.55,62,3.0,0.2,Regular Value Core
CUST00485,5,2971.02,228,2.0,0.0,At-Risk High-Value
CUST00486,1,810.16,44,0.0,0.0,New Shoppers
CUST00487,7,2642.71,29,6.0,0.14285714285714285,Champions
CUST00488,4,2427.65,217,0.0,0.0,At-Risk High-Value
CUST00489,1,963.44,210,0.0,0.0,Regular Value Core
CUST00490,1,557.54,7,1.0,1.0,New Shoppers
CUST00491,1,540.89,97,1.0,1.0,Regular Value Core
CUST00492,6,5426.94,61,1.0,0.16666666666666666,Regular Value Core
CUST00493,2,1757.06,108,1.0,0.5,Regular Value Core
CUST00494,1,660.15,11,0.0,0.0,New Shoppers
CUST00495,2,2001.5900000000001,45,0.0,0.0,New Shoppers
CUST00496,1,1586.18,35,0.0,0.0,New Shoppers
CUST00497,1,1724.62,159,0.0,0.0,Regular Value Core
CUST00498,2,970.31,24,0.0,0.0,New Shoppers
CUST00499,3,2917.37,18,1.0,0.0,Regular Value Core
CUST00500,3,3208.81,43,0.0,0.0,Regular Value Core
CUST00501,4,2834.75,20,1.0,0.0,Regular Value Core
CUST00502,2,1615.2400000000002,17,0.0,0.0,New Shoppers
CUST00503,7,4458.49,48,3.0,0.14285714285714285,Regular Value Core
CUST00504,1,1602.01,15,0.0,0.0,New Shoppers
CUST00505,1,1027.23,125,0.0,0.0,Regular Value Core
CUST00506,9,8243.95,38,4.0,0.0,Champions
CUST00507,2,3345.6800000000003,120,0.0,0.0,At-Risk High-Value
CUST00508,1,717.51,148,0.0,0.0,Regular Value Core
CUST00509,1,954.21,21,0.0,0.0,New Shoppers
CUST00510,4,3630.48,162,1.0,0.25,At-Risk High-Value
CUST00511,4,2778.7,5,1.0,0.0,Regular Value Core
CUST00512,4,2468.63,16,1.0,0.0,Regular Value Core
CUST00513,8,5289.39,27,3.0,0.0,Champions
CUST00514,1,1687.55,93,0.0,0.0,Regular Value Core
CUST00515,2,1540.13,6,1.0,0.0,New Shoppers
CUST00516,1,623.59,27,0.0,0.0,New Shoppers
CUST00517,5,2777.25,59,2.0,0.0,Regular Value Core
CUST00518,1,226.9,23,0.0,0.0,New Shoppers
CUST00519,1,412.42,81,0.0,0.0,Regular Value Core
CUST00520,5,3130.28,2,0.0,0.0,Champions
CUST00521,7,3626.0699999999997,42,1.0,0.0,Champions
CUST00522,1,1688.22,462,0.0,0.0,Regular Value Core
CUST00523,3,2606.67,29,1.0,0.0,Regular Value Core
CUST00524,10,7161.96,11,2.0,0.1,Champions
CUST00525,4,1916.75,220,0.0,0.0,Regular Value Core
CUST00526,1,1131.41,2,0.0,0.0,New Shoppers
CUST00527,6,5554.469999999999,113,0.0,0.0,At-Risk High-Value
CUST00528,1,556.1,14,0.0,0.0,New Shoppers
CUST00529,1,1129.52,63,1.0,0.0,Regular Value Core
CUST00530,3,2183.4300000000003,57,0.0,0.0,Regular Value Core
CUST00531,2,648.41,43,1.0,0.0,New Shoppers
CUST00532,4,4895.42,118,1.0,0.0,At-Risk High-Value
CUST00533,1,149.0,4,1.0,0.0,New Shoppers
CUST00534,5,3110.46,74,1.0,0.0,Regular Value Core
CUST00535,5,5156.9,138,0.0,0.0,At-Risk High-Value
CUST00536,4,4432.75,55,0.0,0.0,Regular Value Core
CUST00537,1,447.58,2,0.0,0.0,New Shoppers
CUST00538,6,4026.69,70,0.0,0.0,Regular Value Core
CUST00539,8,7874.25,65,3.0,0.0,Regular Value Core
CUST00540,7,5087.94,56,3.0,0.0,Regular Value Core
CUST00541,5,3404.94,132,1.0,0.0,At-Risk High-Value
CUST00542,1,576.88,54,0.0,0.0,New Shoppers
CUST00543,4,2320.55,197,0.0,0.0,At-Risk High-Value
CUST00544,2,2284.46,85,0.0,0.0,Regular Value Core
CUST00545,1,603.57,1,1.0,0.0,New Shoppers
CUST00546,2,2127.37,3,0.0,0.0,New Shoppers
CUST00547,1,1001.24,39,1.0,1.0,New Shoppers
CUST00548,1,858.7,165,0.0,0.0,Regular Value Core
CUST00549,2,1035.57,132,1.0,0.0,Regular Value Core
CUST00550,1,525.8,11,0.0,0.0,New Shoppers
CUST00551,3,1964.0,25,0.0,0.0,Regular Value Core
CUST00552,1,567.45,4,0.0,0.0,New Shoppers
CUST00553,4,3183.11,293,0.0,0.0,At-Risk High-Value
CUST00554,3,1402.26,7,0.0,0.0,Regular Value Core
CUST00555,3,1924.03,45,2.0,0.0,Regular Value Core
CUST00556,1,936.16,26,1.0,0.0,New Shoppers
CUST00557,6,4460.42,16,1.0,0.0,Champions
CUST00558,2,679.0699999999999,399,0.0,0.0,Regular Value Core
CUST00559,2,1344.49,1,0.0,0.0,New Shoppers
CUST00560,1,1135.13,231,0.0,0.0,Regular Value Core
CUST00561,1,256.33,4,1.0,0.0,New Shoppers
CUST00562,2,899.8599999999999,259,2.0,0.5,High-Value Unhappy
CUST00563,2,887.86,105,0.0,0.0,Regular Value Core
CUST00564,8,4592.1900000000005,130,3.0,0.0,At-Risk High-Value
CUST00565,1,275.55,39,0.0,0.0,New Shoppers
CUST00566,1,657.76,22,0.0,0.0,New Shoppers
CUST00567,8,4922.05,3,1.0,0.0,Champions
CUST00568,1,482.12,34,0.0,0.0,New Shoppers
CUST00569,1,430.0,113,0.0,0.0,Regular Value Core
CUST00570,3,2545.7200000000003,168,1.0,0.3333333333333333,At-Risk High-Value
CUST00571,1,598.14,32,1.0,1.0,New Shoppers
CUST00572,6,3305.75,51,0.0,0.0,Regular Value Core
CUST00573,5,2912.39,125,1.0,0.0,At-Risk High-Value
CUST00574,7,5871.91,5,1.0,0.0,Champions
CUST00575,1,548.72,83,1.0,0.0,Regular Value Core
CUST00576,2,799.27,46,0.0,0.0,New Shoppers
CUST00577,5,3560.2299999999996,72,1.0,0.0,Regular Value Core
CUST00578,2,3054.7200000000003,376,0.0,0.0,At-Risk High-Value
CUST00579,1,301.68,10,0.0,0.0,New Shoppers
CUST00580,1,713.84,74,0.0,0.0,Regular Value Core
CUST00581,2,1527.79,76,0.0,0.0,Regular Value Core
CUST00582,1,392.06,286,1.0,0.0,Regular Value Core
CUST00583,4,3652.46,263,1.0,0.0,At-Risk High-Value
CUST00584,1,591.05,83,0.0,0.0,Regular Value Core
CUST00585,8,5368.63,113,2.0,0.0,At-Risk High-Value
CUST00586,4,1853.61,128,2.0,0.0,Regular Value Core
CUST00587,1,275.79,18,0.0,0.0,New Shoppers
CUST00588,1,649.95,76,0.0,0.0,Regular Value Core
CUST00589,5,4196.7699999999995,71,1.0,0.0,Regular Value Core
CUST00590,3,3961.05,140,2.0,0.0,At-Risk High-Value
CUST00591,2,1767.15,69,1.0,0.0,Regular Value Core
CUST00592,2,1084.48,20,0.0,0.0,New Shoppers
CUST00593,5,3602.31,29,1.0,0.0,Champions
CUST00594,1,448.78,91,0.0,0.0,Regular Value Core
CUST00595,5,2849.27,20,0.0,0.0,Champions
CUST00596,4,2927.96,50,3.0,0.0,Regular Value Core
CUST00597,4,3041.18,52,2.0,0.0,Regular Value Core
CUST00598,2,1082.0300000000002,7,0.0,0.0,New Shoppers
CUST00599,4,2898.52,169,1.0,0.0,At-Risk High-Value
CUST00600,3,1248.1399999999999,263,0.0,0.0,Regular Value Core
CUST00601,1,537.85,70,0.0,0.0,Regular Value Core
CUST00602,1,171.18,91,0.0,0.0,Regular Value Core
CUST00603,9,4869.21,10,4.0,0.0,Champions
CUST00604,1,761.72,90,0.0,0.0,Regular Value Core
CUST00605,5,3199.79,160,2.0,0.0,At-Risk High-Value
CUST00606,1,240.15,120,0.0,0.0,Regular Value Core
CUST00607,3,2332.76,249,0.0,0.0,At-Risk High-Value
CUST00608,3,2455.49,27,1.0,0.0,Regular Value Core
CUST00609,5,4581.16,6,2.0,0.0,Champions
CUST00610,5,3975.59,22,2.0,0.4,Champions
CUST00611,4,3472.66,235,3.0,0.25,At-Risk High-Value
CUST00612,2,2120.98,48,0.0,0.0,New Shoppers
CUST00613,6,4895.57,4,2.0,0.0,Champions
CUST00614,1,267.96,196,0.0,0.0,Regular Value Core
CUST00615,1,446.03,34,1.0,1.0,New Shoppers
CUST00616,5,2628.3,36,1.0,0.0,Champions
CUST00617,10,5456.37,14,5.0,0.1,Champions
CUST00618,2,1570.53,92,0.0,0.0,Regular Value Core
CUST00619,5,2211.2000000000003,2,0.0,0.0,Champions
CUST00620,1,449.48,90,1.0,0.0,Regular Value Core
CUST00621,1,348.53,92,0.0,0.0,Regular Value Core
CUST00622,3,2009.7800000000002,180,0.0,0.0,At-Risk High-Value
CUST00623,4,1945.71,108,2.0,0.25,Regular Value Core
CUST00624,1,270.09,232,0.0,0.0,Regular Value Core
CUST00625,4,2155.58,66,0.0,0.0,Regular Value Core
CUST00626,2,1214.38,9,1.0,0.0,New Shoppers
CUST00627,3,2765.27,75,1.0,0.0,Regular Value Core
CUST00628,3,1099.5900000000001,59,2.0,0.0,Regular Value Core
CUST00629,1,442.4,44,0.0,0.0,New Shoppers
CUST00630,3,2512.7,93,0.0,0.0,At-Risk High-Value
CUST00631,10,6076.9,68,2.0,0.1,Regular Value Core
CUST00632,1,1078.63,61,0.0,0.0,Regular Value Core
CUST00633,1,1619.36,33,0.0,0.0,New Shoppers
CUST00634,4,1711.76,118,2.0,0.25,Regular Value Core
CUST00635,1,1016.46,134,0.0,0.0,Regular Value Core
CUST00636,2,2158.95,72,0.0,0.0,Regular Value Core
CUST00637,5,5246.29,60,1.0,0.0,Regular Value Core
CUST00638,6,3093.33,173,0.0,0.0,At-Risk High-Value
CUST00639,3,2753.19,369,0.0,0.0,At-Risk High-Value
CUST00640,1,641.86,130,0.0,0.0,Regular Value Core
CUST00641,6,5481.38,35,1.0,0.0,Champions
CUST00642,3,1654.45,18,0.0,0.0,Regular Value Core
CUST00643,1,1091.34,155,0.0,0.0,Regular Value Core
CUST00644,7,3822.27,78,0.0,0.0,Regular Value Core
CUST00645,3,2730.59,252,2.0,0.0,At-Risk High-Value
CUST00646,6,5934.01,117,1.0,0.16666666666666666,At-Risk High-Value
CUST00647,1,507.52,64,1.0,0.0,Regular Value Core
CUST00648,1,1298.17,31,0.0,0.0,New Shoppers
CUST00649,6,3181.62,124,4.0,0.16666666666666666,At-Risk High-Value
CUST00650,3,2622.0099999999998,59,0.0,0.0,Regular Value Core
CUST00651,7,5105.77,34,0.0,0.0,Champions
CUST00652,4,4491.29,75,0.0,0.0,Regular Value Core
CUST00653,2,2037.83,32,0.0,0.0,New Shoppers
CUST00654,6,5827.77,8,2.0,0.3333333333333333,Champions
CUST00655,8,5295.41,79,0.0,0.0,Regular Value Core
CUST00656,4,3207.37,67,1.0,0.0,Regular Value Core
CUST00657,4,1287.49,63,1.0,0.25,Regular Value Core
CUST00658,2,2355.97,219,1.0,0.0,At-Risk High-Value
CUST00659,1,883.27,16,0.0,0.0,New Shoppers
CUST00660,1,573.43,43,0.0,0.0,New Shoppers
CUST00661,3,1105.96,180,1.0,0.0,Regular Value Core
CUST00662,1,852.96,124,0.0,0.0,Regular Value Core
CUST00663,8,5700.78,64,2.0,0.125,Regular Value Core
CUST00664,1,237.27,20,1.0,0.0,New Shoppers
CUST00665,9,6480.29,35,2.0,0.1111111111111111,Champions
CUST00666,1,540.99,3,1.0,0.0,New Shoppers
CUST00667,5,5036.26,25,2.0,0.2,Champions
CUST00668,2,952.4100000000001,42,0.0,0.0,New Shoppers
CUST00669,3,2774.7599999999998,57,0.0,0.0,Regular Value Core
CUST00670,4,3756.69,242,1.0,0.0,At-Risk High-Value
CUST00671,8,5453.93,2,1.0,0.0,Champions
CUST00672,1,434.37,141,0.0,0.0,Regular Value Core
CUST00673,1,1297.2,118,0.0,0.0,Regular Value Core
CUST00674,8,4178.67,56,0.0,0.0,Regular Value Core
CUST00675,5,6478.51,130,0.0,0.0,At-Risk High-Value
CUST00676,1,714.17,6,1.0,0.0,New Shoppers
CUST00677,1,291.61,6,0.0,0.0,New Shoppers
CUST00678,2,1145.87,196,0.0,0.0,Regular Value Core
CUST00679,8,6252.95,83,2.0,0.0,Regular Value Core
CUST00680,1,1087.83,215,0.0,0.0,Regular Value Core
CUST00681,1,1372.4,211,1.0,1.0,Regular Value Core
CUST00682,1,1238.23,19,1.0,0.0,New Shoppers
CUST00683,3,3422.7,0,2.0,0.0,Regular Value Core
CUST00684,4,2472.73,140,1.0,0.0,At-Risk High-Value
CUST00685,1,1158.09,2,0.0,0.0,New Shoppers
CUST00686,3,1409.0900000000001,127,0.0,0.0,Regular Value Core
CUST00687,5,4129.24,117,0.0,0.0,At-Risk High-Value
CUST00688,5,3552.34,13,1.0,0.2,Champions
CUST00689,4,4514.3099999999995,70,0.0,0.0,Regular Value Core
CUST00690,5,5697.91,4,1.0,0.0,Champions
CUST00691,3,2927.57,61,0.0,0.0,Regular Value Core
CUST00692,3,1850.73,58,0.0,0.0,Regular Value Core
CUST00693,5,6136.5,147,2.0,0.0,At-Risk High-Value
CUST00694,1,345.14,74,0.0,0.0,Regular Value Core
CUST00695,1,616.85,198,1.0,0.0,Regular Value Core
CUST00696,5,4814.21,40,1.0,0.0,Champions
CUST00697,4,3657.69,247,1.0,0.25,At-Risk High-Value
CUST00698,8,5318.95,14,4.0,0.375,Champions
CUST00699,4,2191.5099999999998,47,0.0,0.0,Regular Value Core
CUST00700,4,3589.62,49,0.0,0.0,Regular Value Core
CUST00701,5,6476.26,122,1.0,0.0,At-Risk High-Value
CUST00702,6,8044.75,77,2.0,0.16666666666666666,Regular Value Core
CUST00703,1,360.06,104,0.0,0.0,Regular Value Core
CUST00704,4,3057.83,22,1.0,0.0,Regular Value Core
CUST00705,1,872.61,12,1.0,1.0,New Shoppers
CUST00706,1,439.07,2,0.0,0.0,New Shoppers
CUST00707,3,2254.12,189,2.0,0.0,At-Risk High-Value
CUST00708,6,5342.67,45,1.0,0.0,Champions
CUST00709,1,1966.47,129,0.0,0.0,Regular Value Core
CUST00710,8,5514.42,16,2.0,0.0,Champions
CUST00711,8,5430.3,19,2.0,0.125,Champions
CUST00712,4,1928.79,4,1.0,0.0,Regular Value Core
CUST00713,9,9076.15,3,3.0,0.1111111111111111,Champions
CUST00714,6,2681.75,40,1.0,0.16666666666666666,Champions
CUST00715,3,954.63,25,0.0,0.0,Regular Value Core
CUST00716,6,2828.0600000000004,6,1.0,0.0,Champions
CUST00717,1,884.85,0,0.0,0.0,New Shoppers
CUST00718,2,697.62,117,0.0,0.0,Regular Value Core
CUST00719,4,2610.39,168,1.0,0.25,At-Risk High-Value
CUST00720,5,3086.61,291,2.0,0.2,At-Risk High-Value
CUST00721,1,1856.99,14,0.0,0.0,New Shoppers
CUST00722,1,256.54,30,1.0,1.0,New Shoppers
CUST00723,1,546.81,69,0.0,0.0,Regular Value Core
CUST00724,2,1014.94,8,0.0,0.0,New Shoppers
CUST00725,3,2162.5,141,0.0,0.0,At-Risk High-Value
CUST00726,10,7976.49,98,4.0,0.1,At-Risk High-Value
CUST00727,5,3822.01,8,1.0,0.2,Champions
CUST00728,1,396.38,66,1.0,1.0,Regular Value Core
CUST00729,1,1324.83,140,0.0,0.0,Regular Value Core
CUST00730,2,1923.08,232,0.0,0.0,Regular Value Core
CUST00731,2,1457.58,136,0.0,0.0,Regular Value Core
CUST00732,1,402.61,6,1.0,0.0,New Shoppers
CUST00733,3,1661.19,66,0.0,0.0,Regular Value Core
CUST00734,5,4981.82,89,2.0,0.2,Regular Value Core
CUST00735,4,1973.4,12,1.0,0.0,Regular Value Core
CUST00736,3,1727.68,66,0.0,0.0,Regular Value Core
CUST00737,1,872.88,24,0.0,0.0,New Shoppers
CUST00738,1,545.24,78,1.0,1.0,Regular Value Core
CUST00739,1,1047.95,24,0.0,0.0,New Shoppers
CUST00740,5,4065.24,261,1.0,0.2,At-Risk High-Value
CUST00741,3,1798.7,225,0.0,0.0,Regular Value Core
CUST00742,2,1288.91,49,0.0,0.0,New Shoppers
CUST00743,5,2957.78,1,1.0,0.2,Champions
CUST00744,2,1108.58,65,0.0,0.0,Regular Value Core
CUST00745,1,1077.53,1,0.0,0.0,New Shoppers
CUST00746,2,1625.12,177,0.0,0.0,Regular Value Core
CUST00747,1,1123.87,11,1.0,0.0,New Shoppers
CUST00748,7,4244.5,58,1.0,0.0,Regular Value Core
CUST00749,2,1514.65,11,0.0,0.0,New Shoppers
CUST00750,3,2474.98,49,0.0,0.0,Regular Value Core
CUST00751,1,657.24,15,0.0,0.0,New Shoppers
CUST00752,2,1319.5500000000002,97,1.0,0.0,Regular Value Core
CUST00753,1,1093.17,143,0.0,0.0,Regular Value Core
CUST00754,2,3639.05,37,1.0,0.0,New Shoppers
CUST00755,2,1585.3600000000001,200,1.0,0.5,Regular Value Core
CUST00756,3,3223.87,113,2.0,0.0,At-Risk High-Value
CUST00757,3,1807.24,8,0.0,0.0,Regular Value Core
CUST00758,10,6808.01,78,0.0,0.0,Regular Value Core
CUST00759,2,1562.24,38,0.0,0.0,New Shoppers
CUST00760,2,1132.19,162,1.0,0.5,Regular Value Core
CUST00761,2,1069.58,193,0.0,0.0,Regular Value Core
CUST00762,2,2784.5699999999997,46,1.0,0.5,New Shoppers
CUST00763,4,4210.57,188,0.0,0.0,At-Risk High-Value
CUST00764,4,3245.93,23,0.0,0.0,Regular Value Core
CUST00765,3,2692.35,98,1.0,0.0,At-Risk High-Value
CUST00766,2,1783.35,166,0.0,0.0,Regular Value Core
CUST00767,7,3498.46,75,3.0,0.0,Regular Value Core
CUST00768,3,2361.23,21,1.0,0.0,Regular Value Core
CUST00769,6,2815.44,18,2.0,0.0,Champions
CUST00770,3,2711.16,27,1.0,0.0,Regular Value Core
CUST00771,1,456.76,90,1.0,0.0,Regular Value Core
CUST00772,3,3114.63,190,0.0,0.0,At-Risk High-Value
CUST00773,3,2278.26,71,1.0,0.0,Regular Value Core
CUST00774,3,1439.8,101,0.0,0.0,Regular Value Core
CUST00775,1,1298.92,23,0.0,0.0,New Shoppers
CUST00776,4,3024.9399999999996,135,0.0,0.0,At-Risk High-Value
CUST00777,1,720.41,10,0.0,0.0,New Shoppers
CUST00778,4,3444.29,331,1.0,0.0,At-Risk High-Value
CUST00779,1,416.15,6,0.0,0.0,New Shoppers
CUST00780,4,3232.4,36,3.0,0.25,Regular Value Core
CUST00781,1,442.8,49,0.0,0.0,New Shoppers
CUST00782,1,505.28,194,0.0,0.0,Regular Value Core
CUST00783,6,4123.36,232,1.0,0.0,At-Risk High-Value
CUST00784,5,3103.73,45,0.0,0.0,Champions
CUST00785,6,3144.23,11,1.0,0.0,Champions
CUST00786,5,5359.3,150,3.0,0.2,At-Risk High-Value
CUST00787,7,5769.13,48,2.0,0.0,Regular Value Core
CUST00788,1,1408.44,49,0.0,0.0,New Shoppers
CUST00789,3,1689.1100000000001,55,0.0,0.0,Regular Value Core
CUST00790,1,458.83,78,1.0,0.0,Regular Value Core
CUST00791,1,1187.93,230,1.0,0.0,Regular Value Core
CUST00792,6,2976.79,148,1.0,0.0,At-Risk High-Value
CUST00793,3,2463.2,113,0.0,0.0,At-Risk High-Value
CUST00794,5,2824.37,171,2.0,0.0,At-Risk High-Value
CUST00795,4,3787.58,138,0.0,0.0,At-Risk High-Value
CUST00796,3,5388.48,151,0.0,0.0,At-Risk High-Value
CUST00797,5,2975.27,9,0.0,0.0,Champions
CUST00798,10,6339.86,57,1.0,0.0,Regular Value Core
CUST00799,6,3798.88,56,1.0,0.0,Regular Value Core
CUST00800,10,9558.37,12,4.0,0.2,Champions
CUST00801,3,3345.79,76,1.0,0.0,Regular Value Core
CUST00802,1,1787.0,201,0.0,0.0,Regular Value Core
CUST00803,7,5289.43,53,1.0,0.0,Regular Value Core
CUST00804,1,969.91,14,0.0,0.0,New Shoppers
CUST00805,1,780.79,41,0.0,0.0,New Shoppers
CUST00806,1,976.95,21,0.0,0.0,New Shoppers
CUST00807,2,1827.0300000000002,112,0.0,0.0,Regular Value Core
CUST00808,5,2738.81,53,2.0,0.2,Regular Value Core
CUST00809,3,1886.26,22,2.0,0.3333333333333333,High-Value Unhappy
CUST00810,1,528.93,217,0.0,0.0,Regular Value Core
CUST00811,6,3477.9399999999996,184,0.0,0.0,At-Risk High-Value
CUST00812,1,383.16,189,0.0,0.0,Regular Value Core
CUST00813,9,9628.83,5,4.0,0.0,Champions
CUST00814,3,3998.29,88,0.0,0.0,Regular Value Core
CUST00815,3,3282.1400000000003,137,2.0,0.0,At-Risk High-Value
CUST00816,2,2688.92,59,1.0,0.0,New Shoppers
CUST00817,14,11008.85,9,1.0,0.0,Champions
CUST00818,1,988.84,147,1.0,0.0,Regular Value Core
CUST00819,4,2164.49,28,1.0,0.0,Regular Value Core
CUST00820,2,935.6700000000001,189,0.0,0.0,Regular Value Core
CUST00821,3,1248.56,94,2.0,0.3333333333333333,High-Value Unhappy
CUST00822,6,4218.62,76,1.0,0.0,Regular Value Core
CUST00823,8,3291.63,146,3.0,0.25,At-Risk High-Value
CUST00824,4,2566.4900000000002,4,0.0,0.0,Regular Value Core
CUST00825,1,410.77,97,0.0,0.0,Regular Value Core
CUST00826,10,8171.4,158,2.0,0.0,At-Risk High-Value
CUST00827,1,1699.04,57,0.0,0.0,New Shoppers
CUST00828,1,355.91,90,0.0,0.0,Regular Value Core
CUST00829,10,6268.52,62,1.0,0.0,Regular Value Core
CUST00830,3,1613.9499999999998,19,0.0,0.0,Regular Value Core
CUST00831,2,994.8299999999999,6,2.0,0.0,New Shoppers
CUST00832,1,716.8,0,0.0,0.0,New Shoppers
CUST00833,1,1142.84,67,0.0,0.0,Regular Value Core
CUST00834,4,2049.66,2,1.0,0.0,Regular Value Core
CUST00835,9,6888.030000000001,157,1.0,0.1111111111111111,At-Risk High-Value
CUST00836,2,1640.21,9,0.0,0.0,New Shoppers
CUST00837,2,1476.76,15,0.0,0.0,New Shoppers
CUST00838,6,4291.93,9,2.0,0.0,Champions
CUST00839,3,1996.99,162,0.0,0.0,Regular Value Core
CUST00840,10,9432.94,58,4.0,0.0,Regular Value Core
CUST00841,8,6838.26,99,2.0,0.125,At-Risk High-Value
CUST00842,5,5478.280000000001,71,1.0,0.0,Regular Value Core
CUST00843,1,803.69,45,1.0,1.0,New Shoppers
CUST00844,1,410.24,19,0.0,0.0,New Shoppers
CUST00845,4,2758.2200000000003,96,2.0,0.0,At-Risk High-Value
CUST00846,9,7260.82,41,2.0,0.1111111111111111,Champions
CUST00847,6,6336.01,4,2.0,0.0,Champions
CUST00848,1,547.18,4,0.0,0.0,New Shoppers
CUST00849,7,4218.23,6,0.0,0.0,Champions
CUST00850,2,2278.0299999999997,7,1.0,0.5,New Shoppers
CUST00851,2,1188.6200000000001,0,1.0,0.5,New Shoppers
CUST00852,3,1379.6599999999999,66,0.0,0.0,Regular Value Core
CUST00853,1,318.94,61,1.0,0.0,Regular Value Core
CUST00854,3,2249.63,279,0.0,0.0,At-Risk High-Value
CUST00855,1,613.47,292,0.0,0.0,Regular Value Core
CUST00856,1,2235.84,135,1.0,0.0,At-Risk High-Value
CUST00857,5,5033.19,67,3.0,0.2,Regular Value Core
CUST00858,3,2363.5299999999997,90,0.0,0.0,Regular Value Core
CUST00859,4,2159.64,169,0.0,0.0,At-Risk High-Value
CUST00860,1,1472.26,79,1.0,0.0,Regular Value Core
CUST00861,3,1530.88,170,1.0,0.0,Regular Value Core
CUST00862,4,3934.7400000000002,453,0.0,0.0,At-Risk High-Value
CUST00863,4,2928.87,25,0.0,0.0,Regular Value Core
CUST00864,2,1042.98,138,2.0,0.0,Regular Value Core
CUST00865,2,1503.1100000000001,50,1.0,0.0,New Shoppers
CUST00866,1,1280.71,26,0.0,0.0,New Shoppers
CUST00867,1,424.64,15,1.0,0.0,New Shoppers
CUST00868,1,832.57,20,0.0,0.0,New Shoppers
CUST00869,6,3202.61,93,2.0,0.16666666666666666,At-Risk High-Value
CUST00870,7,5454.610000000001,86,1.0,0.0,Regular Value Core
CUST00871,8,7332.96,122,2.0,0.0,At-Risk High-Value
CUST00872,3,1959.48,125,0.0,0.0,Regular Value Core
CUST00873,4,4213.62,3,0.0,0.0,Regular Value Core
CUST00874,1,511.56,21,0.0,0.0,New Shoppers
CUST00875,1,363.1,30,0.0,0.0,New Shoppers
CUST00876,3,1392.13,36,2.0,0.0,Regular Value Core
CUST00877,3,1904.33,63,1.0,0.0,Regular Value Core
CUST00878,2,2578.68,134,0.0,0.0,At-Risk High-Value
CUST00879,6,5967.77,155,0.0,0.0,At-Risk High-Value
CUST00880,4,2399.63,16,1.0,0.25,Regular Value Core
CUST00881,8,9492.15,4,0.0,0.0,Champions
CUST00882,2,894.79,85,1.0,0.0,Regular Value Core
CUST00883,3,6706.94,126,0.0,0.0,At-Risk High-Value
CUST00884,1,365.93,271,0.0,0.0,Regular Value Core
CUST00885,8,6880.8099999999995,31,2.0,0.125,Champions
CUST00886,5,2647.05,1,3.0,0.2,Champions
CUST00887,3,2344.2,9,2.0,0.0,Regular Value Core
CUST00888,3,2556.74,108,0.0,0.0,At-Risk High-Value
CUST00889,3,2012.98,44,1.0,0.3333333333333333,Regular Value Core
CUST00890,1,631.59,24,1.0,0.0,New Shoppers
CUST00891,3,3475.43,13,0.0,0.0,Regular Value Core
CUST00892,1,360.98,9,0.0,0.0,New Shoppers
CUST00893,2,2269.27,99,0.0,0.0,At-Risk High-Value
CUST00894,2,1903.85,25,2.0,0.0,New Shoppers
CUST00895,4,1415.7,54,1.0,0.0,Regular Value Core
